,tweet,class,processed_tweet
469,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",1,i do not chase after dude i chase after bitch edgar bautista
470,"""I don't love these hoes, baby It's me and you forever""",1,i do not love these hoe baby it be i and you forever
471,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",1,i do not even need a picture of tamar that bitch be beat in every
472,"""I dont have hoes"" &#128564;",1,i do not have hoe 128564
473,"""I found a new way to chug you have to open your mouth alot"" #shitallysays",2,i find a new way to chug you have to open your mouth alot shitallysay
474,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",1,i fucking hate that bitch so much i wanna smack she in the face then tongue kiss she
475,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",1,i get a bitch set it off like jada picket queen latifah you ride round with your niece bitch you titi
476,"""I got a sister, she told me stop calling women bitches..""",1,i get a sister she tell i stop call woman bitch
477,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",1,i guess this be the night bitch die stewie be that nigga
478,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",1,i have a bitch that have a bitch have the bitch eat halibut freshrhymes jerksquad slowstir
479,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",1,i have this lady love she be marry but i still wanna bang her she will not have sex with i what a bitch troubadour probably
480,"""I heard you was looking for Candy Man, bitch""",1,i hear you be look for candy man bitch
481,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown",1,i hope you do not get mad lady i only call you bitch bitch bc i do not know your name individually williams
482,"""I just got a number 3 I'm a bitch boy""",1,i just get a number 3 i be a bitch boy
483,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",1,i know that shit eatin grin you either just fuck the girl of your dream or you sell a car we know you be a faggot what have you
484,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?",1,i only be with old man cause they be more mature that suppose to fool we bitch
485,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",1,i prolly leave up out this bitch with my cup in my hand and yo hand in my other hand
486,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""",1,i say i do not like it it taste like wolf pussy what how do you even know what that taste like
487,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;",1,i teach myself how to eat pussy and cut my own hair i teach myself how to eat pussy name the movie 128514
488,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",1,i use to dress up like a cop too oh really yeah right after mad pussy really yes never forget
489,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG",1,i go to jail for a flock amp come home wit a strike you go to jail as a bitch come home as a
490,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",1,i will fuck u where u stand u dizzy bitch two unique amp separate phrase i overhear a relative saying when i be young
491,"""I woke up like thi-"" bitch go back to bed",1,i wake up like bitch go back to bed
492,"""I would rather you call me bitch than sir"" -my manager",1,i would rather you call i bitch than sir manager
493,"""I'll beat on that pussy so hard""",1,i will beat on that pussy so hard
494,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",2,i will slit your throat neck
495,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour",1,i be a funky ass honkey shout out to tonight before cabaret 128514 jt2020tour
496,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5",1,i be compare kfc to the pussy
497,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",1,i be download you a new personality and order you a new face you bitch i love you goddamn it rose yell at his sex robot
498,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",1,i be feelin like malcolm in the middle these bitch surround i they can not miss em
499,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",1,i be go to piss on your dimple stop waste prayer on trash team lol
500,"""I'm probably your main bitch chocolate dipped cinnamon apple""",1,i be probably your main bitch chocolate dip cinnamon apple
501,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",1,i be sick of his shit man sit his bitch ass i be feed up bro rt geno throw yet another pick smh
502,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL",1,i be sorry i fuck yo bitch but she really dig a nigga
503,"""IBS"" irritable bitch syndrome.",1,ibs irritable bitch syndrome
504,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa",1,if you love she then hide yo bitch so you will keep shorty
505,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ",1,if you talk back to i you be not get no pussy i
506,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.",1,if you be a bad bitch put your hand up high every girl in the room start wave there hand around
507,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",1,imma tie that bitch up in the basement and donkey fuck her ass for two week straight hahahahahahahahaha 50centmovie beforeiselfdestruct
508,"""In My Mind""
Gotta be the dumb hoe anthem...",1,in my mind get to be the dumb hoe anthem
509,"""Is that an albino Mexican?""
""No dad, he's Asian.""",2,be that an albino mexican no dad he be asian
510,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry",1,it take a true directioner to accept larry you know what bitch its fan like you that make the boy cry thankyoupaulforconfirminglarry
511,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",1,it be allegation be u in the bedroom do u see it word of a naive amp blind bitch we know ur husband cheat on ramona be dumb
512,"""It's never too late to tag a bitch.""- @CyFyre",1,it be never too late to tag a bitch
513,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh",1,it be the dyke dyke with a dyke
514,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",1,julia roberts you be a ho nottinghill
515,"""Just follow the yellow brick twitter.""",2,just follow the yellow brick twitter
516,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",1,lmfaoooooooooooooooooo if your pussy be good but my mama like you guess who get to my mama
517,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod",2,lol cripple wendy davis rt scientist create remote control chick to study shy penguin
518,"""Let's do nips ahoy and spank me maybe""",1,let us do nip ahoy and spank i maybe
519,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",0,let us kill cracker baby wtf do i just hear wow
520,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",1,like correct i if i be wrong but do not pimpin involve smackin bitch for money
521,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""",1,lmao rt pound cake look like pussy 128514
522,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",1,lmao the adida be light than my phone shit be retard
523,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",2,mam doet in haar rol net of ze ongesteld be wat be ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
524,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",1,maybe she want to be more than your friend or maybe she be a stupid bitch you never know until you make she cum
525,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",2,mine play dmx and kirk franklin smh well my neighbor be ghetto they get up at like 5 am and beat their kid
526,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",0,my grandma use to call i a porch monkey all the time come to think of it she do refer to a break bottle as a nigger knife 128563
527,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",1,my momma tell i to tell you to mind yoooo damn motha fuckin business you 2 2 not knowin what it be bitch
528,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;",1,my nip be freeeeeze and that be not okay because they be slice through my bra 128514
529,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",1,my twitter be hack i be too pussy to admit that i say it and now i want to act like i never say it
530,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",1,nah girl i be not gon be able to make it it be be tight since russ loss his job you in the back like damn bitch really
531,"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",0,nah its you yo i think some1 photoshoppe my face on that faggot smmfh i hate you all t
532,"""New Flame"" the song of the yr lol that bitch SUPER run like",1,new flame the song of the yr lol that bitch super run like
533,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",1,niggas always yell fuck bitch get money meanwhile they be broke and still want the
534,"""Niggas be pressed for pussy, Eeeeeen nothin""",1,niggas be press for pussy eeeeeen nothin
535,"""No bitches "" - nan",1,no bitch nan
536,"""No boats and hoes please thanks"" - Mom",1,no boat and hoe please thank mom
537,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",2,ovo amp kendrick lamar still
538,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",1,on top of that she just a pregnant ass sorry hoe ai not never get no money even her water break riptallt
539,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",2,only a couple of red sox have get past first base i be die laugh maybe the yanks need to teach they some game
540,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",0,our people now be the time for the aryan race 2 stand up and say no more before the mongerl turn the world into a ghetto slum 1488
541,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.",1,pistol whip my dickau shoot yo bitch club up sometimes freestyle be freestyle and i be okay with that
542,"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;""",1,rt it for i please and thank do a pierced pussy just come across my timeline 128528
543,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;",1,remy machiavelli send shot to ya belly 128553 my bitch 9994
544,"""Roberto you are one nasty hoe""",1,roberto you be one nasty hoe
545,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",1,sorry jb justin come back that be the top comment on a justin timberlake video with 10 million view son of a fucking bitch
546,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",1,search the incredible story of 1 white man quest to find the ingredient necessary to make caribbean jerked chicken in redneck land
